5.272250361794500462e-02,7.235890014471862974e-04,8.104196816208386611e-03,2.894356005788689679e-04
9.135311143270430367e-04,-6.526772793053545185e-02,-1.447178002894344839e-04,-8.393632416787269457e-03
-5.248733719247467011e-02,-1.157742402315475871e-03,-8.538350217076703941e-03,-2.894356005788689679e-04
-9.949348769899835077e-05,6.555716353111434858e-02,-1.447178002894344839e-04,7.670043415340083159e-03
4.085564399421129367e-02,4.109985528219972650e-02,9.985528219971034902e-03,5.933429811866869352e-03
3.998733719247465901e-02,-4.196816208393631953e-02,1.056439942112880059e-02,-8.827785817655572909e-03
-3.541063675832128999e-02,-4.790159189580318194e-02,-6.657018813314014016e-03,-1.056439942112880059e-02
-3.700253256150506931e-02,4.674384949348772689e-02,-7.959479015918952127e-03,7.380607814761214192e-03
2.508140376266279614e-02,5.730824891461652748e-02,4.920405209840800209e-03,1.013024602026046939e-02
4.953871201157741821e-02,2.170767004341535300e-02,1.273516642547031785e-02,4.775687409551379603e-03
4.895984081041968028e-02,-2.358900144717800129e-02,1.157742402315484198e-02,-5.354558610709117539e-03
2.450253256150505821e-02,-5.788712011577423766e-02,4.920405209840800209e-03,-8.972503617945007393e-03
-1.920224312590448901e-02,-6.078147612156295510e-02,-3.183791606367586402e-03,-9.696092619392179812e-03
-4.742221418234443542e-02,-2.850940665701880150e-02,-8.827785817655559031e-03,-4.775687409551379603e-03
-4.814580318379160784e-02,2.648335745296673260e-02,-7.959479015918952127e-03,3.617945007235889854e-03
-2.122829232995659954e-02,5.962373371924747922e-02,-3.328509406657020886e-03,9.117221418234455754e-03
1.437228654124456106e-02,6.295224312590450011e-02,2.315484804630979498e-03,9.696092619392193690e-03
3.521164978292329328e-02,4.819102749638207173e-02,7.959479015918952127e-03,8.827785817655586786e-03
4.635492040520983181e-02,3.096960926193922936e-02,1.157742402315484198e-02,5.643994211288000384e-03
5.170947901591896323e-02,9.985528219971062658e-03,1.230101302460201440e-02,3.183791606367586402e-03
5.127532561505063202e-02,-1.331403762662806967e-02,1.114327062228653853e-02,-2.026049204052096653e-03
4.374999999999998335e-02,-3.603473227206946405e-02,1.099855282199710405e-02,-8.393632416787262518e-03
3.231729377713457585e-02,-5.123010130246020283e-02,5.788712011577434868e-03,-8.248914616497828034e-03
1.379341534008682313e-02,-6.338639652677278968e-02,2.604920405209848466e-03,-8.538350217076703941e-03
-9.940303907380626525e-03,-6.425470332850941046e-02,-1.881331403762648291e-03,-9.406657018813310844e-03
-2.687228654124457217e-02,-5.600578871201157549e-02,-4.196816208393627790e-03,-8.827785817655572909e-03
-4.250180897250363521e-02,-3.849493487698986416e-02,-9.406657018813296967e-03,-6.946454413892910740e-03
-5.104015918958032527e-02,-1.432706222865411105e-02,-1.013024602026048326e-02,-2.604920405209848466e-03
-5.147431259044862872e-02,1.316931982633864906e-02,-8.827785817655572909e-03,2.460202604920413982e-03
-4.308068017366137314e-02,3.748191027496383665e-02,-9.551374819102731450e-03,6.512301013024607288e-03
-2.860890014471781373e-02,5.470332850940667901e-02,-6.078147612156276081e-03,9.551374819102759206e-03
-1.037445730824892998e-02,6.439942112879887270e-02,-1.736613603473213807e-03,9.840810419681600418e-03
