2.746344368065606334e-02,1.531596719730049516e-04,1.317173178967678826e-02,0.000000000000000000e+00
9.668204293294679896e-04,-7.765195369030390704e-02,-3.063193439459543921e-04,-5.360588519054507173e-03
-2.767403822961891913e-02,7.657983598649414914e-04,-1.209961408586587850e-02,6.126386878919504175e-04
-1.943213338157251391e-03,7.826459237819588521e-02,1.531596719729910738e-04,5.666907863000475443e-03
3.971621743849493291e-02,6.187650747708636767e-02,7.198504582730358425e-03,9.802219006271095658e-03
4.691472202122529134e-02,-5.207428847081523732e-02,1.026169802219004112e-02,-8.270622286541247370e-03
-4.743163591413410152e-02,-4.640738060781475494e-02,-1.102749638205499649e-02,-9.649059334298118462e-03
-4.467476181862034545e-02,5.682223830197782877e-02,-8.270622286541240431e-03,9.342739990352150192e-03
2.026493909792570491e-02,7.412928123492526500e-02,2.756874095513756062e-03,1.041485769416303220e-02
4.584260431741438158e-02,3.706464061746264638e-02,1.271225277375781504e-02,-4.441630487216602363e-03
4.094149481427883375e-02,-2.802821997105643670e-02,1.087433671008200542e-02,9.189580318379172996e-03
2.991399843222383725e-02,-7.030028943560057142e-02,5.054269175108538903e-03,-8.117462614568263235e-03
-2.415136577424023545e-02,-7.244452484322237706e-02,-2.756874095513728307e-03,-8.270622286541254309e-03
-3.900785395561987001e-02,-2.465870718765074410e-02,-9.802219006271095658e-03,7.351664254703335621e-03
-4.069261034732271631e-02,2.772190062711049618e-02,-1.072117703810901435e-02,-7.811143270622294965e-03
-2.445768511818618984e-02,7.290400385914136416e-02,-5.207428847081529977e-03,1.041485769416305995e-02
1.030956041968161818e-02,7.719247467438497545e-02,1.378437047756891909e-03,6.892185238784376278e-03
3.098611613603474702e-02,6.892185238784373502e-02,6.279546550892411982e-03,8.423781958514231505e-03
4.706788169319825466e-02,4.962373371924749810e-02,1.240593342981188840e-02,1.531596719729855227e-03
3.680618367100821353e-02,2.144235407621805645e-02,9.649059334298104584e-03,-5.820067534973466516e-03
3.313035154365653878e-02,-1.562228654124456217e-02,1.072117703810901435e-02,7.198504582730344548e-03
4.706788169319825466e-02,-4.181259044862517538e-02,1.363121080559576148e-02,3.216353111432715406e-03
4.048201579835986053e-02,-6.187650747708634685e-02,7.964302942595286039e-03,-8.883260974433183910e-03
1.628278762662807577e-02,-7.581403762662806967e-02,2.297395079594782841e-03,-7.351664254703335621e-03
-1.373650808007717550e-02,-7.627351664254702901e-02,-2.603714423540764988e-03,-7.964302942595272161e-03
-3.563834117221417741e-02,-6.524602026049203252e-02,-8.270622286541240431e-03,-7.504823926676312817e-03
-4.651267788229618283e-02,-3.737095996140857301e-02,-1.041485769416305995e-02,5.360588519054507173e-03
-3.104355101302458397e-02,-1.118065605402797369e-02,-1.133381572600097864e-02,6.279546550892439738e-03
-3.334094609261939457e-02,1.623492522913652647e-02,-9.802219006271095658e-03,-7.198504582730330670e-03
-4.635951821032319176e-02,3.828991799324651946e-02,-9.802219006271123414e-03,-4.594790159189565681e-03
-3.380042510853834004e-02,6.784973468403282526e-02,-8.576941630487222579e-03,1.087433671008200542e-02
-1.159227267245538373e-02,7.765195369030392092e-02,-1.991075735648800693e-03,6.739025566811385204e-03
