3.903847497903271957e-02,-4.489809896561362812e-02,-1.258037461560057579e-04,-2.138663684651945229e-03
3.966749370981269285e-02,-4.502390271176963388e-02,1.258037461560057579e-04,-2.012859938495939471e-03
4.017070869443668812e-02,-4.489809896561362812e-02,1.258037461560057579e-04,-2.264467430807944048e-03
4.092553117137266716e-02,-4.489809896561362812e-02,1.258037461560057579e-04,-2.138663684651945229e-03
4.142874615599666244e-02,-4.502390271176963388e-02,1.258037461559780024e-04,-2.390271176963928990e-03
4.205776488677663572e-02,-4.489809896561362812e-02,2.516074923119837603e-04,-2.893486161587924266e-03
4.256097987140063099e-02,-4.477229521945763624e-02,3.774112384679895182e-04,-3.019289907743916146e-03
4.293839110986862051e-02,-4.489809896561362812e-02,5.032149846239675206e-04,-2.767682415431932386e-03
4.344160609449258803e-02,-4.477229521945763624e-02,3.774112384679895182e-04,-2.767682415431925447e-03
4.407062482527258906e-02,-4.489809896561362812e-02,0.000000000000000000e+00,-3.019289907743923085e-03
4.482544730220856810e-02,-4.502390271176963388e-02,1.258037461560057579e-04,-2.516074923119927809e-03
4.495125104836457386e-02,-4.489809896561362812e-02,2.390271176963915112e-03,0.000000000000000000e+00
4.495125104836457386e-02,-4.439488398098964672e-02,2.641878669275926628e-03,0.000000000000000000e+00
4.507705479452055186e-02,-4.338845401174167005e-02,2.893486161587938144e-03,0.000000000000000000e+00
4.482544730220856810e-02,-4.275943528096168983e-02,3.270897400055899906e-03,3.774112384679895182e-04
4.469964355605256234e-02,-4.238202404249370031e-02,3.270897400055927662e-03,1.258037461559988190e-04
4.520285854067655762e-02,-4.087237908862174224e-02,3.396701146211905664e-03,-3.774112384679895182e-04
4.507705479452055186e-02,-4.024336035784176202e-02,3.899916130835900940e-03,0.000000000000000000e+00
